landmark_0,landmark_1,landmark_2,landmark_3,landmark_4,landmark_5,landmark_6,landmark_7,landmark_8,landmark_9,landmark_10,landmark_11,landmark_12,landmark_13,landmark_14,landmark_15,landmark_16,landmark_17,landmark_18,landmark_19,landmark_20,landmark_21,landmark_22,landmark_23,landmark_24,landmark_25,landmark_26,landmark_27,landmark_28,landmark_29,landmark_30,landmark_31,landmark_32,landmark_33,landmark_34,landmark_35,landmark_36,landmark_37,landmark_38,landmark_39,landmark_40,landmark_41,landmark_42,landmark_43,landmark_44,landmark_45,landmark_46,landmark_47,landmark_48,landmark_49,landmark_50,landmark_51,landmark_52,landmark_53,landmark_54,landmark_55,landmark_56,landmark_57,landmark_58,landmark_59,landmark_60,landmark_61,landmark_62,label
0.8241906762123108,0.7880095839500427,4.806229867426737e-07,0.7579805850982666,0.7614995837211609,-0.028905412182211876,0.6948423385620117,0.706241250038147,-0.04296577349305153,0.6437848806381226,0.6617892980575562,-0.05477407947182655,0.5995522141456604,0.6326729655265808,-0.0660100057721138,0.7352462410926819,0.5613534450531006,-0.021660681813955307,0.7023597359657288,0.47068169713020325,-0.039572861045598984,0.6819365620613098,0.41533195972442627,-0.05527256801724434,0.6668657064437866,0.3671726584434509,-0.06751098483800888,0.7760894894599915,0.5440841913223267,-0.022745003923773766,0.7615044116973877,0.439048707485199,-0.03444434702396393,0.7550444602966309,0.37371915578842163,-0.045988474041223526,0.7519171237945557,0.3233368694782257,-0.05554761365056038,0.8188760876655579,0.5517847537994385,-0.028531435877084732,0.8169792890548706,0.4599742889404297,-0.04407232999801636,0.8197256326675415,0.40682315826416016,-0.055498965084552765,0.8229268193244934,0.3630511164665222,-0.06428105384111404,0.8615822792053223,0.5773544907569885,-0.03733757510781288,0.8797491788864136,0.5180416703224182,-0.05404135212302208,0.8938605785369873,0.48065584897994995,-0.0613831952214241,0.9073092937469482,0.4457205533981323,-0.0661935955286026,hi
0.8270876407623291,0.779510498046875,4.747594459786342e-07,0.762542724609375,0.7531344294548035,-0.026463394984602928,0.6997710466384888,0.6940807104110718,-0.03808915242552757,0.6512154340744019,0.6482321619987488,-0.04788777604699135,0.608190655708313,0.6210554838180542,-0.05689295008778572,0.7412930130958557,0.5525193810462952,-0.017747478559613228,0.7086644768714905,0.461117148399353,-0.03268591687083244,0.6895729303359985,0.40534359216690063,-0.04607764258980751,0.6753024458885193,0.3571813702583313,-0.05680438131093979,0.7817022800445557,0.5366106629371643,-0.019187280908226967,0.7666705250740051,0.4325743317604065,-0.027690783143043518,0.7606897354125977,0.368038535118103,-0.03702922910451889,0.7578462362289429,0.31903865933418274,-0.04515568166971207,0.8240240216255188,0.5454189777374268,-0.025168662890791893,0.8210893869400024,0.4565783143043518,-0.037537455558776855,0.8229408264160156,0.4048283100128174,-0.047347817569971085,0.8252546191215515,0.3627111315727234,-0.05534057319164276,0.8665503859519958,0.5722190141677856,-0.03415531665086746,0.8853291273117065,0.5150019526481628,-0.04774370789527893,0.8982551097869873,0.47839224338531494,-0.053758054971694946,0.9101661443710327,0.44445401430130005,-0.05797485634684563,hi
0.828658938407898,0.7837441563606262,4.53076921758111e-07,0.763098955154419,0.7554334998130798,-0.025318432599306107,0.7013595700263977,0.6925652623176575,-0.034986287355422974,0.6516943573951721,0.6451303958892822,-0.0430971160531044,0.6081362962722778,0.6174899935722351,-0.050425510853528976,0.742213249206543,0.5561091303825378,-0.01165990624576807,0.7101551294326782,0.46447184681892395,-0.026142163202166557,0.6903173923492432,0.40970849990844727,-0.03985273838043213,0.6754066348075867,0.36197447776794434,-0.05051048472523689,0.7818920016288757,0.5404778718948364,-0.012639437802135944,0.7675020098686218,0.43766355514526367,-0.019552458077669144,0.7610716819763184,0.37346333265304565,-0.02805163711309433,0.7574406266212463,0.32538580894470215,-0.0352596789598465,0.8239176869392395,0.5489802956581116,-0.018523260951042175,0.8207923769950867,0.4604613780975342,-0.028140341863036156,0.8221350312232971,0.40744495391845703,-0.035660289227962494,0.8235664367675781,0.36458057165145874,-0.04197663813829422,0.8652951717376709,0.5752319693565369,-0.02761209011077881,0.8807569742202759,0.5193910002708435,-0.03791333734989166,0.8919076323509216,0.481967568397522,-0.041630737483501434,0.9030508399009705,0.44794946908950806,-0.04416798800230026,hi
0.8291093707084656,0.7762605547904968,4.5287217176337435e-07,0.768127977848053,0.7465498447418213,-0.022702867165207863,0.7057540416717529,0.6805218458175659,-0.03179021552205086,0.656935453414917,0.6307889223098755,-0.03957296535372734,0.6132318377494812,0.6061188578605652,-0.0471014641225338,0.7459338903427124,0.5476539134979248,-0.014810308814048767,0.7144145369529724,0.4565093517303467,-0.028567291796207428,0.695452094078064,0.4013059735298157,-0.04141752049326897,0.681179940700531,0.354390949010849,-0.05210140720009804,0.7858710289001465,0.5336401462554932,-0.017427388578653336,0.7717230916023254,0.4304695129394531,-0.02552007883787155,0.7666658163070679,0.3666413128376007,-0.03489682450890541,0.7641085386276245,0.31866753101348877,-0.043207213282585144,0.8280901908874512,0.5435341000556946,-0.024106431752443314,0.8250732421875,0.45355868339538574,-0.036468520760536194,0.8271300792694092,0.4034143090248108,-0.04624660313129425,0.8295020461082458,0.36258217692375183,-0.05434170365333557,0.8703405857086182,0.571148157119751,-0.03329448774456978,0.8874942660331726,0.5135875344276428,-0.04700561240315437,0.8996032476425171,0.4780459403991699,-0.053000375628471375,0.9107560515403748,0.44539105892181396,-0.05741310119628906,hi
0.8327876329421997,0.7767953872680664,4.539908786682645e-07,0.7668592929840088,0.7466476559638977,-0.025700151920318604,0.7045803070068359,0.6811734437942505,-0.03433139994740486,0.6560388803482056,0.6314693093299866,-0.04111238569021225,0.6132813096046448,0.6021198034286499,-0.04677217826247215,0.7451369762420654,0.5433843731880188,-0.0097231175750494,0.7132114768028259,0.452938437461853,-0.022735627368092537,0.6934788823127747,0.3988197445869446,-0.03575325757265091,0.678657591342926,0.3516288697719574,-0.045818302780389786,0.7855831980705261,0.5276716351509094,-0.009515133686363697,0.7724251747131348,0.4257888197898865,-0.014046010561287403,0.766644299030304,0.36206623911857605,-0.020909840241074562,0.7629899978637695,0.3156472146511078,-0.02697925828397274,0.8283522725105286,0.5365753769874573,-0.014392528682947159,0.8254424929618835,0.4488958716392517,-0.022002337500452995,0.8265630602836609,0.3967585861682892,-0.028362667188048363,0.827363908290863,0.3560585379600525,-0.03382597491145134,0.8703619837760925,0.5631178021430969,-0.022603215649724007,0.8851455450057983,0.5061859488487244,-0.03138779103755951,0.8957128524780273,0.47014519572257996,-0.03416426479816437,0.9063414335250854,0.4387738108634949,-0.035838935524225235,hi
0.8311507105827332,0.7789539694786072,4.5825112238162546e-07,0.7674539089202881,0.745826780796051,-0.024012930691242218,0.7054603099822998,0.681782066822052,-0.033561546355485916,0.6561142206192017,0.6339605450630188,-0.0416877381503582,0.6116754412651062,0.6093764901161194,-0.048991281539201736,0.7463417053222656,0.5447403192520142,-0.011410572566092014,0.7146813869476318,0.4537942409515381,-0.025053761899471283,0.6946884989738464,0.3989523649215698,-0.038426853716373444,0.6791090369224548,0.35191479325294495,-0.04908901825547218,0.7862030863761902,0.5305028557777405,-0.012726632878184319,0.7727792859077454,0.42907047271728516,-0.01918581686913967,0.7670868635177612,0.3667597770690918,-0.027553468942642212,0.7632102966308594,0.32039323449134827,-0.03491061553359032,0.8280818462371826,0.5394793748855591,-0.018645185977220535,0.8244104981422424,0.4517040550708771,-0.02786293812096119,0.8249728679656982,0.4010353684425354,-0.0348825640976429,0.8253231048583984,0.3610714077949524,-0.04101427271962166,0.8699679970741272,0.5654360055923462,-0.02763831615447998,0.8856097459793091,0.5090580582618713,-0.037059616297483444,0.8945117592811584,0.4708923101425171,-0.0403694286942482,0.9027227163314819,0.43639981746673584,-0.042875468730926514,hi
0.8364522457122803,0.7734414339065552,4.815856868845003e-07,0.769034743309021,0.7422339916229248,-0.027599850669503212,0.7055912017822266,0.6818478107452393,-0.03759174793958664,0.6536446809768677,0.6385082602500916,-0.04554873704910278,0.6083054542541504,0.6138684153556824,-0.051858555525541306,0.7467168569564819,0.5396995544433594,-0.007312277797609568,0.7126280069351196,0.4485466778278351,-0.018171878531575203,0.6916325092315674,0.394717276096344,-0.02982238493859768,0.6761558055877686,0.34829646348953247,-0.03872617706656456,0.7854525446891785,0.5243008732795715,-0.005158163141459227,0.768915057182312,0.4242374002933502,-0.005759280174970627,0.7606048583984375,0.36354708671569824,-0.009558888152241707,0.7548626065254211,0.3203979730606079,-0.013467415235936642,0.8273589611053467,0.5320449471473694,-0.008611435070633888,0.8230388164520264,0.44393613934516907,-0.011666685342788696,0.8218559622764587,0.3944306969642639,-0.014668185263872147,0.8202677369117737,0.3569457530975342,-0.018200891092419624,0.8691785931587219,0.5561681389808655,-0.016003398224711418,0.8831351399421692,0.5010491013526917,-0.020519161596894264,0.890143632888794,0.46518945693969727,-0.021171048283576965,0.8969765305519104,0.4332580268383026,-0.021594397723674774,hi
0.8389362692832947,0.7654655575752258,4.5599617237712664e-07,0.7715001106262207,0.7326124310493469,-0.0269925557076931,0.7093366980552673,0.6730959415435791,-0.036142297089099884,0.6576266884803772,0.627666711807251,-0.043249499052762985,0.6134846210479736,0.6013191342353821,-0.04847807064652443,0.7504916191101074,0.5314795970916748,-0.0050460766069591045,0.7152106165885925,0.4400794506072998,-0.016021456569433212,0.6934796571731567,0.38600611686706543,-0.028720146045088768,0.6772381067276001,0.3388453722000122,-0.038224492222070694,0.7891645431518555,0.5170851349830627,-0.00189916358795017,0.7714978456497192,0.4191167950630188,-0.0010508043924346566,0.7638105154037476,0.3585832118988037,-0.0043652672320604324,0.7584052681922913,0.3153539299964905,-0.008229258470237255,0.8312937021255493,0.5264036655426025,-0.004544639959931374,0.8262336254119873,0.4429904818534851,-0.005453530233353376,0.8257936835289001,0.39352279901504517,-0.00851097796112299,0.8248355984687805,0.35503000020980835,-0.012526929378509521,0.8731132745742798,0.5521113276481628,-0.011257069185376167,0.8882864713668823,0.500129222869873,-0.014302674680948257,0.8954032063484192,0.4659584164619446,-0.015254303812980652,0.902672529220581,0.43463030457496643,-0.0161008108407259,hi
0.8433709740638733,0.7675299644470215,4.785732130585529e-07,0.7795443534851074,0.7344586849212646,-0.027886366471648216,0.718273401260376,0.6726053357124329,-0.04006795212626457,0.6652857065200806,0.627666711807251,-0.0505705364048481,0.618474006652832,0.6038658618927002,-0.05989401042461395,0.755431056022644,0.5296009182929993,-0.016429303213953972,0.7178480625152588,0.4378225803375244,-0.03322635591030121,0.694002628326416,0.38331282138824463,-0.04776528850197792,0.6755298972129822,0.3368191719055176,-0.05873505771160126,0.7962791919708252,0.5138791799545288,-0.016590509563684464,0.7802578806877136,0.4110487997531891,-0.024120863527059555,0.7742910981178284,0.3487786650657654,-0.03034692071378231,0.7700207829475403,0.3046903908252716,-0.035493362694978714,0.8400929570198059,0.5240358710289001,-0.022181686013936996,0.837289571762085,0.4338505268096924,-0.034876517951488495,0.8380377888679504,0.3837984502315521,-0.04206128045916557,0.8386855125427246,0.3449321687221527,-0.047126393765211105,0.8837264776229858,0.5527622699737549,-0.031198866665363312,0.9080971479415894,0.4970940351486206,-0.04748541861772537,0.9227311015129089,0.45977354049682617,-0.054669175297021866,0.9363803863525391,0.4254097044467926,-0.058297187089920044,hi
0.8588820099830627,0.7626786828041077,4.489760385695263e-07,0.792674720287323,0.7322080135345459,-0.025858081877231598,0.7285418510437012,0.6797519326210022,-0.04037811607122421,0.67481529712677,0.6404037475585938,-0.05362437665462494,0.6276026368141174,0.6203019618988037,-0.06647929549217224,0.7674818634986877,0.5241440534591675,-0.019293945282697678,0.7276996970176697,0.4323471784591675,-0.03730848804116249,0.7038201093673706,0.3772563636302948,-0.05363748222589493,0.685914933681488,0.3299722671508789,-0.06637392193078995,0.8092301487922668,0.505175769329071,-0.022740274667739868,0.7881660461425781,0.4006904363632202,-0.03369789570569992,0.7778311967849731,0.3370058238506317,-0.0457771010696888,0.7718071937561035,0.2884233891963959,-0.05579757317900658,0.854015052318573,0.5133520364761353,-0.030634785071015358,0.8512713313102722,0.42202484607696533,-0.04517264664173126,0.8521133065223694,0.3683357834815979,-0.057415395975112915,0.8539356589317322,0.32568103075027466,-0.06709495931863785,0.8987806439399719,0.5428034067153931,-0.041405513882637024,0.9195163249969482,0.48551008105278015,-0.057623397558927536,0.933826208114624,0.4476725161075592,-0.06521578133106232,0.947314977645874,0.41346925497055054,-0.07019244879484177,hi
